hash_id,case,comment_anon,emojis,themes_a,themes_b,themes_rev,disagreement,kappa_rev_a,kappa_rev_b,theme_C1_a,theme_C2_a,theme_C3_a,theme_C4_a,theme_C5_a,theme_NA_a,character_a,tone_a,confidence_a,theme_C1_b,theme_C2_b,theme_C3_b,theme_C4_b,theme_C5_b,theme_NA_b,character_b,tone_b,confidence_b,theme_C1_rev,theme_C2_rev,theme_C3_rev,theme_C4_rev,theme_C5_rev,theme_NA_rev,character_rev,tone_rev,confidence_rev,theme_C1_h,theme_C2_h,theme_C3_h,theme_C4_h,theme_C5_h,theme_NA_h,character_h,tone_h,human_notes,reviewed_by,reviewed_at,classification_source,needs_human_review
CR7_0274,CR7,💔💔💔💔,💔,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0275,CR7,WHO WANTS TO GET INTO PSYCHIC TELEPATHIC CONTACT ON HIGH TELEPATIC FREQUENCY DIRECTLY WITH GOD INFINITE INEXHAUSTABLE SOURCE OF GUIDING LIGHT LOVE PEACE SCIENCE WISDOM SUPERNATURAL POWER POSITIVE ENERGY LIFE BLESSING AND ETERNAL HAPPINESS IN THE HOLY KINGDOM OF GOD BUILD IN THE PSYCHIC MECHANISM AN EXTRATERRESTRIAL COMMUNICATION PORTAL DIRECTLY WITH GOD WHICH HAS TWO MAIN COMPONENTS THE KNOWLEDGE OF THE TRUTH WRITTEN IN THE HOLY BIBLE AND THE FULFILLMENT OF THE 10 DIVINE LAWS. GOD HELPS AND GUIDES US TO BUILD THIS PORTAL EXTRATERRESTRIAL IMMATERIAL INFORMATIONAL MULTIDIMENSIONAL MULTIFUNCTIONAL TRANSCENDENT.,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0277,CR7,Polla😔,😔,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0278,CR7,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🥲🥲🥲🥲🥲🥲🥲🥲🥲🙏🙏🙏🙏🙏,🙏 🥲,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0279,CR7,❤️❤️❤️👏👏 goat,👏 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0280,CR7,@user és antigo rei e o novo rei ... uma bela imagem (arte) de monarquia,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0281,CR7,Legends never die.... They always live in our heart❤️❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0282,CR7,Rip,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0284,CR7,🤘🏻💔😞,💔 🤘🏻 😞,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0292,CR7,Vlw cr7,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0293,CR7,الله يرحمه برحمته الواسعه,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0296,CR7,👏👏🏽👏🏽👏🏼👏🏼👏👏🏻,👏🏼 👏 👏🏽 👏🏻,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0297,CR7,The king never bows 👏👏👏😍❤️❤️❤️,😍 👏 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0298,CR7,Muy bonitos sentimientos y tristeza,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0301,CR7,Мае что Вт цемвер,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0302,CR7,2008 CRISTIANO RONALDO ....... 2009 SHAVI ....... 2010 SNAIDER ....... 2011 INIESTA ....... 2012 CRISTIANO RONALDO ....... 2013 CRISTIANO RONALDO ....... 2014 CRISTIANO RONALDO ....... 2015 MESSI ....... 2016 CRISTIANO RONALDO ....... 2017 CRISTIANO RONALDO ....... 2018 CRISTIANO RONALDO ....... 2019 VAN DAIK- CRISTIANO RONALDO ....... 2020 LEVANDOVSKI- CRISTIANO RONALDO ....... 2021 LEVANDOVSKI ....... 2022 MBBAPPE ....... ....... ....... ....... ....... .......,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0304,CR7,مونتهي,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0305,CR7,🐐🔥,🐐 🔥,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0306,CR7,Mèsi 👏👏👏👏👏👏👏,👏,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0308,CR7,Que lindo 😍👏,😍 👏,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0312,CR7,Mérci Ronaldo 👏,👏,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0313,CR7,😢🙌😭 Rei ⚽️,🙌 ⚽ 😭 😢,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0314,CR7,good,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0321,CR7,جهنم 😍تنادي👏👏😢😢😢😢,😍 👏 😢,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0324,CR7,The best two players in history,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0325,CR7,"Ronaldo, please, don't leave football, you should be the world champion, because I believe in you, everyone is laughing at me, I trust you, don't leave football, you will definitely win, I am always a big fan of you.@user",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0326,CR7,Go a head for to be Islam my king 👑,👑,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0327,CR7,Legend never die❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0328,CR7,In truth it's the anchor for me,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0329,CR7,Nea,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0332,CR7,😮😮,😮,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0336,CR7,🥹❤️❤️,❤️ 🥹,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0337,CR7,The only person who had genuine love for Ronaldo 😔💔,💔 😔,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0339,CR7,Two great men 🙌,🙌,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0340,CR7,كرستيانو لا تنتقل,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0342,CR7,Tas bem,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0343,CR7,Bien,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0344,CR7,خدا بیامرزتش داداش,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0350,CR7,"Dear Ronaldo, A Infinity Love For You, Brother My One And Only Biggest Dream In This Earth To Meet You, Please 🙏🏿 I Am In Saudi Arabia 🇸🇦🥺🙏🏿",🙏🏿 🥺 🇸🇦,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0351,CR7,Descansa em paz rei,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0352,CR7,Du stinkst,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0353,CR7,"Ronaldo, for God's sake, your salary for 1 hour, help me, I am in need",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0354,CR7,"Ronaldo, for God's sake, your salary for 1 hour, help me, I am in need",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0355,CR7,"Ronaldo, for God's sake, your salary for 1 hour, help me, I am in needRonaldo, for God's sake, your salary for 1 hour, help me, I am in need",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0356,CR7,"Ronaldo, for God's sake, your salary for 1 hour, help me, I am in needRonaldo, for God's sake, your salary for 1 hour, help me, I am in need",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0357,CR7,"Ronaldo, for God's sake, your salary for 1 hour, help me, I am in needRonaldo, for God's sake, your salary for 1 hour, help me, I am in needRonaldo, for God's sake, your salary for 1 hour, help me, I am in need",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0358,CR7,"Ronaldo, for God's sake, your salary for 1 hour, help me, I am in needRonaldo, for God's sake, your salary for 1 hour, help me, I am in needRonaldo, for God's sake, your salary for 1 hour, help me, I am in need",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0362,CR7,"Acho que Portugal não vai perdoar o Cristiano por deixar de ver ele jogar,porque o sinal não chega há Europa e é um pais com pena de morte é todos os dias depois vê",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0369,CR7,😢😢😢😢descanse em paz Rei Pelé vai fazer muita falta para o brasileiros.,😢,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0374,CR7,"Ronaldo, I'm from Dagestan, my name is Taga Khabiba Nurmagomedova, a villager, please help me with money, I have big problems",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0375,CR7,Oi cristiano ronaldo quero conhecer você é meu sonho falar com você de verdade eu quero que esse sonho se realize por favor fale comigo cristiano ronaldo pelo Instagram por favor😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,😭,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0378,CR7,vai com Deus eterno pele,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0380,CR7,Hi,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0381,CR7,🇺🇿🇺🇿🇺🇿🫵🫵🫵🫵🫵🫵🫵😢,😢 🇺🇿 🫵,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0383,CR7,❤️🔥🐐🚀🐐💎,🐐 🚀 🔥 💎 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0384,CR7,Lindas Palavras CR7 Vc é uma Lenda tbm 👏👏👏,👏,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0386,CR7,"Ronaldo, for God's sake, your salary for 1 hour, help me, I am in need",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0387,CR7,"Ronaldo, for God's sake, your salary for 1 hour, help me, I am in need",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0388,CR7,Grande 👏,👏,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0389,CR7,Hgñc .hĺc,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0390,CR7,Where are you,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0396,CR7,.,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0400,CR7,💔💔,💔,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0401,CR7,"Welcome to Saudi GOAT , cant wait to see u play , god bless u 😍😍😍😍😍😍😍😍🤍🤍🤍🤍🤍🤍🤍🤍🤍💛💛💛💛💛💛💛💛💛💛",😍 🤍 💛,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0406,CR7,O melhor do mundo são vcs 2,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0407,CR7,💚💛👑,💚 👑 💛,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0409,CR7,"c,yss,,,cxo,yfvFdfyxyyxex🙌",🙌,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0410,CR7,🙌fdrfxffyddgxxrcsggfsgf,🙌,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0411,CR7,🐐🐐..,🐐,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0413,CR7,"Também senti muito, ele era humilde e querido, vivi perto dele no Guarujá.😢",😢,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0415,CR7,Adios Amigo my man! So long.,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0419,CR7,Pequeno gajo👏,👏,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0422,CR7,isso é tão triste jogar é uma lenda e sempre vai se lembrar dele,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0424,CR7,🐐🐐🐐🐐🐐🐐🐐🐐,🐐,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0432,CR7,Asalamou alekouma ya RONALDO,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0434,CR7,Cristiano Ronaldo ❤️🔥,🔥 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0435,CR7,Descanse em paz😢👏❤️,👏 ❤️ 😢,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0438,CR7,welcome to the goat ❤️❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0439,CR7,@user #EdgarMackevic #mackevicedgar edgarmackevic.tumblr.com #loveit,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0441,CR7,Duas máquinas 😢👏❤️,👏 ❤️ 😢,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0442,CR7,Hello please I want to meet you,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0446,CR7,RIP King,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0447,CR7,Happy New Year 2023,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0448,CR7,Rip respect,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0449,CR7,Hello,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0450,CR7,wonderful,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0451,CR7,🐐🐐,🐐,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0452,CR7,Repose en paix roi pelé,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0453,CR7,Legend cr7,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0455,CR7,I can't find a perfect way to express my experience with @user it was a very amsome transformation. I've always seen recommendations in respect to her name and i gave a try and i made nice withdrawals. All thanks to @user,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0456,CR7,cristiano pelé foi um bom homem agora jogara no céu 😢,😢,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0460,CR7,Se este comentário atingir 1.000 curtidas mudo a minha foto do perfil para a do Pelé !,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0465,CR7,Linda mensagem. Obrigada @user 🙌🏻❤️💔🇧🇷💚💛💙🤍,💔 🇧🇷 🙌🏻 💛 🤍 ❤️ 💙 💚,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_0467,CR7,👏👏👏👏. @user o único médico brasileiro que o monstro @user segue,👏,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2208,CR7,😞🫶🏻,🫶🏻 😞,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2209,CR7,💔,💔,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2211,CR7,👏😢🐐,🐐 👏 😢,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2213,CR7,Os Dois melhores da História do Esporte 🐐😢,🐐 😢,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2216,CR7,🐐,🐐,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2218,CR7,🐐🐐🐐,🐐,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2220,CR7,😢😢🐐,🐐 😢,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2221,CR7,🐐🔥🔥,🐐 🔥,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2222,CR7,🐐🔥😍,🐐 🔥 😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2226,CR7,2008 ☠️,☠️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2227,CR7,Legends 🙌,🙌,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2231,CR7,Two goats,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2233,CR7,Foever CR7 THE real GOAT 🐐❤️,🐐 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2234,CR7,Suiii❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2235,CR7,Two goats in one pic🐐🐐❤️❤️,🐐 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2238,CR7,🙁💔,💔 🙁,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2239,CR7,king cristiano . BLI,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2240,CR7,os dois melhores do mundo 🤫,🤫,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
CR7_2245,CR7,😢🫶🏻🥺🙏🏻,🫶🏻 🙏🏻 🥺 😢,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
